"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9"
1950,75.3688,47.1059,29.4413,18.4009,11.5006,7.18789,4.49245,2.80779,1.75487,2.92482
1951,72.0391,47.1057,29.2383,18.274,11.4213,7.13833,4.46147,2.78843,1.74278,2.90466
1952,72.0204,45.0246,29.2153,18.1338,11.3337,7.08357,4.42725,2.76704,1.72941,2.88238
1953,71.9745,45.0129,27.8155,18.0488,11.2028,7.00179,4.37613,2.73509,1.70944,2.84911
1954,71.9352,44.9842,27.8171,17.1894,11.1538,6.92312,4.32696,2.70436,1.69023,2.8171
1955,71.9145,44.9597,27.9262,17.2688,10.6712,6.92428,4.29787,2.68618,1.67887,2.79816
1956,71.8942,44.9467,27.8299,17.2862,10.6893,6.60543,4.2861,2.66036,1.66273,2.77127
1957,71.8979,44.934,28.0845,17.3892,10.8011,6.67912,4.12733,2.67812,1.6623,2.77054
1958,71.8867,44.9363,27.8794,17.4251,10.7892,6.70157,4.14408,2.56082,1.66165,2.75037
1959,71.8784,44.9294,27.9097,17.3157,10.8226,6.70108,4.1623,2.57386,1.5905,2.74028
1960,71.8652,44.9241,27.8466,17.298,10.732,6.70769,4.15323,2.57973,1.59524,2.68416
1961,71.8589,44.9159,27.9529,17.3268,10.7632,6.67773,4.17368,2.58424,1.60517,2.66275
1962,71.8375,44.912,27.8014,17.3019,10.7247,6.66207,4.13329,2.58337,1.59956,2.64171
1963,71.8217,44.8986,27.9451,17.2986,10.7656,6.67312,4.14527,2.57181,1.60742,2.639
1964,71.7912,44.8887,27.8857,17.3562,10.7438,6.6863,4.14455,2.57455,1.59731,2.63738
1965,71.7423,44.8696,27.8429,17.2965,10.7654,6.66402,4.14728,2.57072,1.5969,2.62663
1966,71.6736,44.8391,27.8675,17.2926,10.7425,6.68616,4.13887,2.57577,1.59661,2.62314
1967,71.5705,44.7962,27.8632,17.3169,10.7456,6.6754,4.1548,2.5719,1.60059,2.62217
1968,71.4041,44.7317,27.6973,17.2277,10.707,6.644,4.12738,2.5689,1.5902,2.61093
1969,71.1597,44.6278,27.6196,17.1017,10.6372,6.61104,4.10234,2.54845,1.58617,2.594
1970,70.8104,44.475,27.5613,17.0573,10.5617,6.56936,4.08285,2.53353,1.57387,2.5816
1971,70.3121,44.2566,27.5172,17.0525,10.5536,6.53464,4.06454,2.52611,1.56752,2.57105
1972,69.5758,43.9452,27.2053,16.9153,10.4824,6.48745,4.01695,2.49854,1.55284,2.54406
1973,68.4531,43.485,26.7311,16.5485,10.2893,6.37628,3.9462,2.44344,1.51982,2.49209
1974,66.7974,42.7834,26.0043,15.9854,9.89611,6.15304,3.81305,2.35986,1.46119,2.39918
1975,64.6022,41.7485,25.5071,15.5036,9.53037,5.89999,3.6684,2.27332,1.40693,2.30156
1976,61.6992,40.3765,25.7397,15.7262,9.5586,5.87586,3.63758,2.26172,1.40159,2.28645
1977,58.0843,38.5621,25.0966,15.9989,9.77485,5.94129,3.65223,2.26099,1.4058,2.29236
1978,54.0103,36.3028,24.0309,15.6395,9.97007,6.09142,3.70245,2.27597,1.40899,2.3046
1979,50.5284,33.7565,22.594,14.9562,9.73367,6.20513,3.79116,2.30432,1.41651,2.31125
1980,55.4597,31.5803,20.8736,13.9712,9.24829,6.01888,3.83699,2.34429,1.42489,2.30509
1981,75.0311,34.6624,19.6594,12.9942,8.69732,5.75724,3.74687,2.3886,1.45936,2.32199
1982,61.7157,46.8946,21.5697,12.23,8.08283,5.40992,3.58112,2.33063,1.48576,2.35208
1983,83.6939,38.5724,28.4154,12.799,7.20442,4.75539,3.1822,2.10638,1.37084,2.25735
1984,71.6293,52.3089,23.666,17.2709,7.75383,4.36208,2.879,1.92653,1.27521,2.19652
1985,74.6422,44.7685,32.3586,14.5334,10.5792,4.74751,2.67062,1.7626,1.17947,2.12548
1986,77.2342,46.6516,27.8509,20.0523,8.99405,6.54547,2.93721,1.65226,1.09049,2.0447
1987,78.6659,48.2716,28.4151,16.5605,11.8242,5.2958,3.85316,1.72899,0.972591,1.84549
1988,55.0196,49.1664,29.8887,17.4422,10.1349,7.2325,3.23901,2.35663,1.05746,1.72355
1989,51.8951,34.3874,30.5537,18.4728,10.7598,6.24996,4.4599,1.9973,1.45319,1.71488
1990,53.5875,32.4345,21.1795,18.567,11.1734,6.50283,3.77677,2.69499,1.20691,1.91435
1991,58.9851,33.4923,20.1215,13.0464,11.409,6.86283,3.99385,2.31956,1.65516,1.91695
1992,40.0826,36.8658,20.5883,12.1749,7.85071,6.85887,4.12518,2.40059,1.39421,2.14707
1993,55.825,25.0517,22.8083,12.6149,7.4348,4.79137,4.18565,2.51736,1.46494,2.16102
1994,49.8176,34.8907,15.0747,13.2376,7.23013,4.25191,2.7392,2.39275,1.43904,2.07274
1995,36.8884,31.1361,21.6575,9.29619,8.14471,4.44675,2.61489,1.68457,1.4715,2.15968
1996,35.5557,23.0554,19.1238,13.0828,5.58331,4.88683,2.66763,1.56864,1.01054,2.17826
1997,32.6904,22.2224,14.0699,11.4083,7.74312,3.29997,2.88769,1.57627,0.926877,1.88419
1998,47.0229,20.4316,13.4916,8.30896,6.67267,4.52138,1.92642,1.68565,0.920113,1.64089
1999,36.1748,29.3894,12.316,7.8569,4.78114,3.8316,2.59543,1.10576,0.967542,1.46997
2000,55.0348,22.6094,16.8681,6.5173,4.04202,2.44766,1.96003,1.32747,0.565531,1.24662
2001,27.9718,34.3969,14.1231,10.2378,3.49479,1.87551,1.03792,0.794707,0.526636,0.703785
2002,57.5747,17.4824,21.4804,8.45022,5.09524,1.40263,0.658397,0.340867,0.252677,0.380005
2003,49.2738,35.9843,10.9163,12.7743,4.07398,1.9224,0.454313,0.197657,0.0986239,0.176966
2004,81.2145,30.7963,22.4538,6.26176,5.10068,1.06542,0.386327,0.08008,0.0326902,0.0429205
2005,80.3171,50.7593,19.2366,13.61,3.33456,2.33503,0.443922,0.1536,0.0311226,0.0287929
2006,133.568,50.1984,31.7076,11.6867,7.33515,1.56255,1.00293,0.182584,0.0618589,0.0237084
2007,197.627,83.4804,31.3567,19.2447,6.26708,3.40383,0.662668,0.406698,0.0724448,0.0334389
2008,114.469,123.517,52.1532,19.1598,10.6881,3.11324,1.57748,0.296676,0.179047,0.0460512
2009,94.4644,71.5431,77.1701,31.9659,10.8146,5.4792,1.50317,0.739278,0.137036,0.103
2010,225.368,59.0405,44.7007,47.4449,18.3347,5.7197,2.75521,0.737113,0.358122,0.115146
2011,189.329,140.855,36.8823,27.2231,25.8982,8.8068,2.53718,1.1747,0.308281,0.195378
2012,62.9282,118.331,87.9916,22.4588,14.8502,12.424,3.90009,1.07974,0.490336,0.207113
2013,58.9367,39.3303,73.93,53.9333,12.6781,7.61455,6.00043,1.82835,0.498904,0.318961
2014,112.885,36.8356,24.5721,45.2792,30.3223,6.44967,3.63998,2.78089,0.834687,0.369047
2015,161.963,70.5532,23.0176,15.1904,26.727,16.9575,3.48772,1.9357,1.46687,0.63125
2016,134.205,101.227,44.0723,13.9838,8.18721,12.5249,7.28411,1.43462,0.77963,0.832436
2017,71.1237,83.8786,63.2293,26.6877,7.40923,3.71135,5.15229,2.85505,0.549256,0.604851
2018,94.2438,44.4525,52.4061,38.7996,15.155,3.84319,1.81959,2.45617,1.34262,0.536362
2019,134.622,58.9026,27.774,32.2053,22.202,7.9787,1.92107,0.886368,1.18155,0.89594
2020,53.3574,84.1392,36.8094,17.2374,19.4038,12.9216,4.54462,1.08256,0.496887,1.15975
2021,60.7267,33.3485,52.5872,22.982,10.5009,11.3295,7.36282,2.56337,0.60805,0.927328
2022,161.044,37.9543,20.8429,32.8327,13.9985,6.12905,6.45249,4.15072,1.43898,0.859133
2023,71.4896,100.653,23.7215,13.0106,19.9003,8.06425,3.42912,3.56641,2.28266,1.25974
2024,75.408,44.6812,62.9082,14.812,7.94386,11.6893,4.63264,1.95175,2.02212,2.00363
1950,576.207,360.132,225.083,140.678,87.9238,54.9526,34.3455,21.466,13.4163,22.3607
1951,550.75,360.131,223.531,139.708,87.3176,54.5737,34.1087,21.3181,13.324,22.2084
1952,550.608,344.22,223.356,138.636,86.6478,54.1551,33.8471,21.1546,13.2218,22.0396
1953,550.257,344.131,212.654,137.986,85.6473,53.5298,33.4563,20.9104,13.0693,21.7871
1954,549.956,343.912,212.666,131.416,85.2726,52.9283,33.0804,20.6754,12.9224,21.5435
1955,549.798,343.724,213.5,132.023,81.583,52.9372,32.8579,20.5363,12.8354,21.3982
1956,549.643,343.625,212.764,132.156,81.7217,50.4996,32.7679,20.339,12.7121,21.193
1957,549.671,343.528,214.71,132.943,82.5761,51.0629,31.5541,20.4747,12.7086,21.1854
1958,549.586,343.546,213.143,133.218,82.485,51.2346,31.6822,19.5779,12.7038,21.0315
1959,549.522,343.492,213.374,132.382,82.7405,51.2308,31.8215,19.6776,12.1598,20.9543
1960,549.421,343.452,212.891,132.246,82.0481,51.2814,31.7521,19.7226,12.1961,20.5258
1961,549.373,343.389,213.704,132.466,82.2866,51.0523,31.9085,19.757,12.2719,20.3615
1962,549.21,343.36,212.546,132.276,81.992,50.9326,31.5997,19.7504,12.2291,20.2014
1963,549.088,343.257,213.645,132.251,82.3045,51.0171,31.6913,19.662,12.2892,20.18
1964,548.855,343.182,213.191,132.691,82.1384,51.1178,31.6858,19.6829,12.2118,20.1676
1965,548.482,343.036,212.863,132.235,82.3036,50.9475,31.7066,19.6537,12.2088,20.0857
1966,547.956,342.802,213.051,132.204,82.1278,51.1168,31.6423,19.6923,12.2066,20.0589
1967,547.168,342.474,213.018,132.391,82.1522,51.0345,31.7641,19.6627,12.237,20.0513
1968,545.896,341.981,211.751,131.709,81.8568,50.7945,31.5545,19.6398,12.1576,19.9664
1969,544.027,341.186,211.156,130.745,81.3235,50.5425,31.3631,19.4834,12.1269,19.8379
1970,541.357,340.018,210.71,130.406,80.7459,50.2238,31.2141,19.3694,12.0329,19.7437
1971,537.548,338.349,210.373,130.369,80.6837,49.9584,31.0741,19.3126,11.9843,19.663
1972,531.918,335.968,207.989,129.32,80.1398,49.5976,30.7103,19.1019,11.8721,19.458
1973,523.335,332.45,204.364,126.516,78.663,48.7477,30.1694,18.6808,11.6199,19.0639
1974,510.677,327.086,198.807,122.211,75.6573,47.041,29.1515,18.0419,11.1721,18.3591
1975,493.894,319.174,195.006,118.527,72.8612,45.1063,28.0456,17.3803,10.7574,17.6165
1976,471.7,308.685,196.784,120.229,73.077,44.9219,27.8099,17.2914,10.716,17.4966
1977,444.064,294.814,191.868,122.314,74.7303,45.4221,27.9219,17.2857,10.7478,17.5371
1978,412.917,277.541,183.72,119.567,76.2228,46.5699,28.3058,17.4002,10.7721,17.627
1979,386.298,258.074,172.735,114.343,74.4155,47.4392,28.984,17.6169,10.8295,17.6758
1980,423.998,241.437,159.582,106.812,70.7047,46.0153,29.3344,17.9226,10.8937,17.6288
